TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,OrigRes,FPS,BitDepth,CodedRes,QP,Bitrate(kbps),PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,APSNR_Y,APSNR_U,APSNR_V,CAMBI,EncT[s],DecT[s],EncInstr,DecInstr,EncCycles,DecCycles,EncMD5,DecMD5
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,85,1416894,43.263529,50.637179,52.158031,15.735039,23.878775,96.266814,95.248877,47.039243,46.023829,43.263529,50.637179,52.158031,0.004951,56723.21,1.45,323291373447613,6066082582,147160285829531,3899634657,c787f895e8f107c7d6fa06ee26df9e98,
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,110,590558,39.127008,48.014400,49.912625,12.039270,18.585655,94.241071,92.742543,40.585261,42.304307,39.127008,48.014400,49.912625,0.036771,44232.84,1.14,247572244208838,5158055887,114911768145810,3130854291,a32b4df8a98704c90477824f46551707,
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,135,228214,35.952190,45.205418,47.489819,9.696590,15.252517,87.870402,85.787984,35.524276,39.400153,35.952190,45.205418,47.489819,0.143294,40072.04,0.78,278492081723477,4487128026,111906312725070,2159199015,3e31c3b0351ad427af10b9bb85ca9906,
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,160,96785,33.313520,42.174776,44.782348,8.255186,12.726508,73.826610,71.538238,31.465894,36.919781,33.313520,42.174776,44.782348,0.332321,21299.80,0.64,145382802263814,3818294699,59483740323068,1789528809,007ca738abd5a3f9e5978f50d94616a8,
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25.00,8,4032x3024,185,40636,30.526503,38.958614,41.614315,6.943813,10.093862,54.910078,52.824253,27.546528,34.248422,30.526503,38.958614,41.614315,1.060304,12585.62,0.90,67663564722937,3313150482,32719361909705,2485861502,18cb0c2235c8173be9e75a182a6f6b41,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,60,6976580,48.957344,52.037808,52.639243,21.617996,30.237578,96.638429,95.706777,52.103851,51.455057,48.957344,52.037808,52.639243,0.000113,134654.03,3.86,747501109685207,15918417579,349736850799260,10252950768,f610ca89133dc38711c871e22856a11e,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,85,3740684,43.476840,49.358116,50.120030,16.247026,24.430692,95.523026,94.188728,47.353376,46.554202,43.476840,49.358116,50.120030,0.000649,103863.11,3.10,728778599409535,17138237858,290048168760990,8664642436,2cdee35ad21d9e57f83d2f337ecd9300,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,110,1387408,38.452437,46.596973,47.452670,11.392491,18.715757,92.309411,90.622472,41.192234,41.979354,38.452437,46.596973,47.452670,0.001674,82366.60,2.27,591380271281008,12604666674,230027055668013,6341608464,4d87beaf68b6838b213bebe60e0eb664,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,135,415466,35.292864,43.694511,44.552936,8.828707,15.212437,84.693664,82.599311,36.166410,38.930422,35.292864,43.694511,44.552936,0.484915,103452.31,2.12,584094512371884,9897774348,269350117669837,5867596620,cc947be02f97013580b979b53d39cf91,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,160,184583,33.386834,40.456550,41.362478,7.909184,13.271855,69.891554,67.546766,32.204492,36.922030,33.386834,40.456550,41.362478,0.610747,41481.96,1.53,289415433948589,8972870935,115846758024525,4248391615,b9ebff347a638308740a5905b09e76f6,
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25.00,8,6406x4270,185,79768,30.939459,37.152698,38.034728,6.874824,10.864288,47.466145,45.297501,28.094406,34.489202,30.939459,37.152698,38.034728,0.507837,20818.16,1.34,141951085352662,8462309302,58136118416054,3774203041,c5c1c8f75e52aa68f5286cae8cf7a60f,
STILL,aom,av2,0,F1,lady.y4m,4480x6720,25.00,8,4480x6720,60,5248189,48.917913,55.893006,55.530669,19.700727,27.901869,96.337804,95.521777,50.057539,50.398347,48.917913,55.893006,55.530669,0.152106,148100.53,3.34,825785461854133,14164235025,382172982653251,8781664141,1121e2246ff265c103408f111ceb6a1f,
